axis,fpr,tpr,threshold
I/E,0.042805100182149364,0.14899603529863154,0.7723018515812466
I/E,0.04371584699453552,0.14899603529863154,0.7721327612869525
I/E,0.04371584699453552,0.14925182248369356,0.7718288156359022
I/E,0.0441712204007286,0.14925182248369356,0.7717816505606255
I/E,0.0441712204007286,0.15027497122394168,0.7714193602088256
I/E,0.044626593806921674,0.15027497122394168,0.7713288973715667
I/E,0.044626593806921674,0.1514260135567208,0.7706528669308178
I/E,0.045081967213114756,0.1514260135567208,0.7706444563761992
I/E,0.045081967213114756,0.15193758792684486,0.770448036244473
I/E,0.04553734061930783,0.15193758792684486,0.7701603907165002
I/E,0.04553734061930783,0.15257705588949994,0.7699947406977361
I/E,0.04599271402550091,0.15257705588949994,0.7699940124438482
I/E,0.04599271402550091,0.15296073666709298,0.7698289550998303
I/E,0.04644808743169399,0.15296073666709298,0.7697777458353989
I/E,0.04644808743169399,0.15347231103721704,0.7695020836530103
I/E,0.046903460837887066,0.15347231103721704,0.7694582272343446
I/E,0.046903460837887066,0.15628597007289935,0.7682681615427509
I/E,0.04735883424408015,0.15628597007289935,0.7682617319575127
I/E,0.04735883424408015,0.15999488425629876,0.7660880000768358
I/E,0.04781420765027322,0.15999488425629876,0.7660760593908148
I/E,0.04781420765027322,0.1603785650338918,0.7658905222686775
I/E,0.0482695810564663,0.1603785650338918,0.7658556972800495
I/E,0.0482695810564663,0.16152960736667094,0.7651943099496212
I/E,0.048724954462659384,0.16152960736667094,0.7650403724386987
I/E,0.048724954462659384,0.16447115999488426,0.7637777347328915
I/E,0.04918032786885246,0.16447115999488426,0.7637623350593415
I/E,0.04918032786885246,0.16702903184550455,0.7624350660115095
I/E,0.05009107468123861,0.16702903184550455,0.7623596354840133
I/E,0.05009107468123861,0.1674127126230976,0.7623194533644825
I/E,0.050546448087431695,0.1674127126230976,0.7622598682094955
I/E,0.050546448087431695,0.1684358613633457,0.7618796019047227
I/E,0.051001821493624776,0.1684358613633457,0.7617668865735046
I/E,0.051001821493624776,0.16958690369612484,0.7614849648944794
I/E,0.05145719489981785,0.16958690369612484,0.7614817175492546
I/E,0.05145719489981785,0.17073794602890396,0.7610528358890561
I/E,0.05191256830601093,0.17073794602890396,0.7610193191134313
I/E,0.05191256830601093,0.17150530758409005,0.760703626889402
I/E,0.052367941712204005,0.17150530758409005,0.7606008609097149
I/E,0.052367941712204005,0.17252845632433816,0.7601346627634846
I/E,0.052823315118397086,0.17252845632433816,0.7600850387580785
I/E,0.052823315118397086,0.17304003069446222,0.7596269341231989
I/E,0.05373406193078324,0.17304003069446222,0.7595626223556923
I/E,0.05373406193078324,0.17444686021230335,0.7592227986722175
I/E,0.05418943533697632,0.17444686021230335,0.7591933990834031
I/E,0.05418943533697632,0.1766210512853306,0.7582923777521642
