axis,recall,precision,threshold
I/E,0.9773628341220105,0.794139041878832,0.2268434405135434
I/E,0.9773628341220105,0.7942215755560175,0.2270612379343396
I/E,0.9773628341220105,0.7943041263901881,0.22712182378131174
I/E,0.9772349405294795,0.7942827442827443,0.22741086337455643
I/E,0.9772349405294795,0.7943653186401913,0.22751681160367657
I/E,0.9771070469369485,0.794343938448742,0.22808920414982625
I/E,0.9769791533444174,0.7943225538109597,0.2285318308648975
I/E,0.9769791533444174,0.7944051580698835,0.2287613883898879
I/E,0.9768512597518865,0.794383775351014,0.2287971749192414
I/E,0.9767233661593554,0.7943623881838985,0.22881392525887287
I/E,0.9765954725668244,0.7943409965671486,0.22930975489808783
I/E,0.9764675789742934,0.7943196004993758,0.22963167770161624
I/E,0.9763396853817624,0.7942981999791905,0.22974079763535973
I/E,0.9762117917892313,0.7942767950052029,0.22984764866278146
I/E,0.9760838981967004,0.7942553855760225,0.22996364323557755
I/E,0.9760838981967004,0.794338051623647,0.23084028744826907
I/E,0.9760838981967004,0.7944207348808161,0.23115638413742487
I/E,0.9759560046041693,0.7943993337497397,0.23123877308951868
I/E,0.9759560046041693,0.7944820406038522,0.231527943070358
I/E,0.9758281110116384,0.7944606413994169,0.23210857371906324
I/E,0.9758281110116384,0.7945433718629595,0.23215385025821267
I/E,0.9757002174191073,0.7945219745886274,0.23229452743520052
I/E,0.9755723238265763,0.794500572856994,0.23396308027969678
I/E,0.9754444302340453,0.7944791666666666,0.23402034927544435
I/E,0.9753165366415143,0.7944577560162517,0.23435930663305643
I/E,0.9751886430489832,0.7944363409043551,0.23451325891144936
I/E,0.9750607494564523,0.7944149213295821,0.2350377091166168
I/E,0.9750607494564523,0.7944977073780742,0.23508075253310903
I/E,0.9750607494564523,0.7945805106826472,0.23574252469253965
I/E,0.9750607494564523,0.7946633312486971,0.23596137590697736
I/E,0.9749328558639212,0.79464192640467,0.23610283504239213
I/E,0.9748049622713902,0.7946205170975813,0.23644048718526006
I/E,0.9746770686788592,0.7945991033260348,0.2365275862367965
I/E,0.9745491750863282,0.794577685088634,0.23676795758253374
I/E,0.9744212814937971,0.7945562623839817,0.23679093437341225
I/E,0.9742933879012662,0.79453483521068,0.23685820878578553
I/E,0.9742933879012662,0.7946177114843016,0.23701087410810903
I/E,0.9741654943087351,0.7945962862507824,0.23702563416358416
I/E,0.9740376007162042,0.7945748565466876,0.23730965412225183
I/E,0.9739097071236731,0.7945534223706177,0.23734385365130478
I/E,0.9737818135311421,0.794531983721173,0.23752896177473143
I/E,0.9736539199386111,0.7945105405969526,0.23778028458288808
I/E,0.9736539199386111,0.7945934662352573,0.2378379738719937
I/E,0.9735260263460801,0.794572025052192,0.23797030935586205
I/E,0.9735260263460801,0.7946549744232174,0.23805772173282358
I/E,0.9735260263460801,0.7947379411150554,0.23834116428478952
I/E,0.9735260263460801,0.7948209251331314,0.23843411481147783
I/E,0.9735260263460801,0.7949039264828739,0.23874974001941943
I/E,0.9735260263460801,0.7949869451697128,0.23880256403643585
I/E,0.973398132753549,0.7949655316482139,0.23897439147472052
I/E,0.9732702391610181,0.7949441136529823,0.2391621919328675
I/E,0.9732702391610181,0.7950271625574593,0.23920846562504625
I/E,0.9732702391610181,0.7951102288162156,0.23922737972013633
I/E,0.973142345568487,0.7950888192267502,0.23926662623727982
I/E,0.973014451975956,0.795067405162504,0.2393412326950512
I/E,0.972886558383425,0.7950459866220736,0.23995660004764185
I/E,0.972886558383425,0.7951290895787603,0.23998319541856802
I/E,0.972758664790894,0.795107673008572,0.24010168766995302
I/E,0.972758664790894,0.7951907997909043,0.24010394279883968
I/E,0.972758664790894,0.7952739439565035,0.24034510997279787
I/E,0.972758664790894,0.795357105510823,0.24053205170656677
